"gene_1.fasta" "gene_10.fasta" "gene_11.fasta" "gene_12.fasta" "gene_13.fasta" "gene_14.fasta" "gene_15.fasta" "gene_16.fasta" "gene_17.fasta" "gene_18.fasta" "gene_19.fasta" "gene_2.fasta" "gene_20.fasta" "gene_3.fasta" "gene_4.fasta" "gene_5.fasta" "gene_6.fasta" "gene_7.fasta" "gene_8.fasta" "gene_9.fasta"
"gene_19.fasta" 0.956962996076369 0.890917832657192 0.804672612951254 0.794509842999492 0.707786440094913 0.741112005065802 0.719278390537667 0.81595607087556 0.975186420071252 0.933088035018316 0 1.11269988909211 1.08968599154868 1.01530538120502 1.18693091241551 1.07688882297774 0.875525584794585 0.854119948825166 0.673023976365004 0.989593260579016
"gene_2.fasta" 1.14704516132177 0.571405209077472 0.429176000207379 0.434762485199186 0.899317477956395 0.376674109146939 0.369058643209978 0.962901246779213 1.15729331011163 1.19493399158987 1.11269988909211 0 0.981689375380408 1.07104750306539 0.972011939129681 0.930495081110986 0.54584757467577 0.492183154055206 0.370416540824986 0.650047463227349
"gene_20.fasta" 0.844740995017547 0.791509860669263 0.719400451358519 0.711348109719823 0.630217753880075 0.664667826604258 0.645887033744352 0.940395262465333 1.10028927348673 1.0804116913442 1.08968599154868 0.981689375380408 0 0.872144736594684 1.05214703191159 0.926534825957698 0.775197170722169 0.742477880262458 0.572336650180966 0.878323641809072
"gene_3.fasta" 1.05551291614423 0.590961056270808 0.426551765664718 0.432404808473941 0.74529147352315 0.387141951620782 0.359105560271905 0.859741181809001 1.04870387387841 1.09204996908751 1.01530538120502 1.07104750306539 0.872144736594684 0 1.05113443430591 1.00768016605241 0.567230748355357 0.513349158616123 0.367670063587354 0.689083955561416
"gene_4.fasta" 1.11644593470756 0.628646137761898 0.482130249401639 0.481474721842087 0.989334673297756 1.11265181820619 0.959799335257434 1.02249575978964 1.22863680471587 1.27137140707367 1.18693091241551 0.972011939129681 1.05214703191159 1.05113443430591 0 0.921618344443884 0.609717800169552 0.561362568435701 0.408389300094674 0.729867978004338
"gene_5.fasta" 1.07227986053411 0.610300416566752 0.467630623074648 0.868890975990744 0.865858303310216 0.930019744891048 0.833988104134008 0.90612834662727 1.1029749711363 1.12367575089315 1.07688882297774 0.930495081110986 0.926534825957698 1.00768016605241 0.921618344443884 0 0.585812779097886 0.535260472305106 0.403866718497744 0.697523741751507
"gene_6.fasta" 0.590544040090177 0.984404943861134 1.01589259180029 1.0385761317809 1.09781119755222 1.13443545542943 1.07413864027361 0.784637067645094 0.942820808832589 0.967992875231605 0.875525584794585 0.54584757467577 0.775197170722169 0.567230748355357 0.609717800169552 0.585812779097886 0 0.938578866618953 1.15267223548443 1.09359007007473
"gene_7.fasta" 0.531990665377703 0.922459470458186 0.983146336528993 1.00239063417121 1.06439104064818 1.11386961170832 1.04180052178961 0.74769567820758 0.898721826219897 0.903149201853267 0.854119948825166 0.492183154055206 0.742477880262458 0.513349158616123 0.561362568435701 0.535260472305106 0.938578866618953 0 1.10075323246126 1.14820919706095
"gene_8.fasta" 0.386985252624772 1.17151180086566 0.866589443872767 0.886205435809266 0.966811183100623 0.926457895297455 0.940098705762521 0.59028420720118 0.707713184134814 0.660974797471206 0.673023976365004 0.370416540824986 0.572336650180966 0.367670063587354 0.408389300094674 0.403866718497744 1.15267223548443 1.10075323246126 0 1.20457607594584
"gene_9.fasta" 0.714635761963297 1.07870524266799 1.08033419671962 1.10388316446246 1.15030279293975 1.24194921277648 1.12047098063738 0.887133387165059 1.05531193847709 1.09762696580186 0.989593260579016 0.650047463227349 0.878323641809072 0.689083955561416 0.729867978004338 0.697523741751507 1.09359007007473 1.14820919706095 1.20457607594584 0
